station,channel,start,end
PLPI,HHZ,2022-11-16 00:00:02.020,2022-11-17 00:00:00.340
PLPI,HHE,2022-11-17 00:00:02.110,2022-11-17 23:59:59.990
PLPI,HHN,2022-11-17 00:00:00.220,2022-11-18 00:00:01.370
PLPI,HHZ,2022-11-17 00:00:00.350,2022-11-18 00:00:01.140
PLPI,HHE,2022-11-18 00:00:00.000,2022-11-19 00:00:00.950
PLPI,HHN,2022-11-18 00:00:01.380,2022-11-19 00:00:00.130
PLPI,HHZ,2022-11-18 00:00:01.150,2022-11-19 00:00:02.900
PLPI,HHE,2022-11-19 00:00:00.960,2022-11-20 00:00:00.510
PLPI,HHN,2022-11-19 00:00:00.140,2022-11-20 00:00:01.270
PLPI,HHZ,2022-11-19 00:00:02.910,2022-11-20 00:00:00.800
PLPI,HHE,2022-11-20 00:00:00.520,2022-11-21 00:00:00.670
PLPI,HHN,2022-11-20 00:00:01.280,2022-11-21 00:00:00.630
PLPI,HHZ,2022-11-20 00:00:00.810,2022-11-21 00:00:00.820
PLPI,HHE,2022-11-21 00:00:00.680,2022-11-22 00:00:02.230
PLPI,HHN,2022-11-21 00:00:00.640,2022-11-22 00:00:02.270
PLPI,HHZ,2022-11-21 00:00:00.830,2022-11-22 00:00:02.900
PLPI,HHE,2022-11-22 00:00:02.240,2022-11-23 00:00:02.580
PLPI,HHN,2022-11-22 00:00:02.280,2022-11-23 00:00:01.530
PLPI,HHZ,2022-11-22 00:00:02.910,2022-11-23 00:00:00.980
PLPI,HHE,2022-11-23 00:00:02.590,2022-11-24 00:00:00.040
PLPI,HHN,2022-11-23 00:00:01.540,2022-11-24 00:00:01.130
PLPI,HHZ,2022-11-23 00:00:00.990,2022-11-24 00:00:00.800
PLPI,HHE,2022-11-24 00:00:00.050,2022-11-25 00:00:01.270
PLPI,HHN,2022-11-24 00:00:01.140,2022-11-25 00:00:00.780
PLPI,HHZ,2022-11-24 00:00:00.810,2022-11-25 00:00:01.660
PLPI,HHE,2022-11-25 00:00:01.280,2022-11-26 00:00:00.210
PLPI,HHN,2022-11-25 00:00:00.790,2022-11-26 00:00:01.840
PLPI,HHZ,2022-11-25 00:00:01.670,2022-11-26 00:00:01.820
PLPI,HHE,2022-11-26 00:00:00.220,2022-11-27 00:00:02.090
PLPI,HHN,2022-11-26 00:00:01.850,2022-11-27 00:00:01.600
PLPI,HHZ,2022-11-26 00:00:01.830,2022-11-27 00:00:01.320
PLPI,HHE,2022-11-27 00:00:02.100,2022-11-28 00:00:01.130
PLPI,HHN,2022-11-27 00:00:01.610,2022-11-28 00:00:01.980
PLPI,HHZ,2022-11-27 00:00:01.330,2022-11-28 00:00:01.400
PLPI,HHE,2022-11-28 00:00:01.140,2022-11-29 00:00:01.630
PLPI,HHN,2022-11-28 00:00:01.990,2022-11-29 00:00:01.630
PLPI,HHZ,2022-11-28 00:00:01.410,2022-11-29 00:00:01.460
PLPI,HHE,2022-11-29 00:00:01.640,2022-11-30 00:00:01.330
PLPI,HHN,2022-11-29 00:00:01.640,2022-11-30 00:00:01.480
PLPI,HHZ,2022-11-29 00:00:01.470,2022-11-30 00:00:02.060
PLPI,HHE,2022-11-30 00:00:01.340,2022-12-01 00:00:01.900
PLPI,HHN,2022-11-30 00:00:01.490,2022-12-01 00:00:01.380
PLPI,HHZ,2022-11-30 00:00:02.070,2022-12-01 00:00:00.580
PPMA,HHE,2021-01-01 00:00:03.860,2021-01-02 00:00:02.830
PPMA,HHN,2021-01-01 00:00:02.490,2021-01-02 00:00:00.210
PPMA,HHZ,2021-01-01 00:00:02.540,2021-01-02 00:00:03.520
PPMA,HHE,2021-01-02 00:00:02.840,2021-01-03 00:00:01.890
PPMA,HHN,2021-01-02 00:00:00.220,2021-01-03 00:00:03.950
PPMA,HHZ,2021-01-02 00:00:03.530,2021-01-03 00:00:03.860
PPMA,HHE,2021-01-03 00:00:01.900,2021-01-04 00:00:03.040
PPMA,HHN,2021-01-03 00:00:03.960,2021-01-04 00:00:00.420
PPMA,HHZ,2021-01-03 00:00:03.870,2021-01-04 00:00:00.210
PPMA,HHE,2021-01-04 00:00:03.050,2021-01-05 00:00:01.150
PPMA,HHN,2021-01-04 00:00:00.430,2021-01-05 00:00:00.650
PPMA,HHZ,2021-01-04 00:00:00.220,2021-01-05 00:00:04.160
PPMA,HHE,2021-01-05 00:00:01.160,2021-01-06 00:00:03.830
PPMA,HHN,2021-01-05 00:00:00.660,2021-01-06 00:00:03.240
PPMA,HHZ,2021-01-05 00:00:04.170,2021-01-06 00:00:02.350
PPMA,HHE,2021-01-06 00:00:03.840,2021-01-07 00:00:03.310
PPMA,HHN,2021-01-06 00:00:03.250,2021-01-07 00:00:01.460
PPMA,HHZ,2021-01-06 00:00:02.360,2021-01-07 00:00:00.490
PPMA,HHE,2021-01-07 00:00:03.320,2021-01-08 00:00:01.100
PPMA,HHN,2021-01-07 00:00:01.470,2021-01-08 00:00:02.790
PPMA,HHZ,2021-01-07 00:00:00.500,2021-01-08 00:00:00.720
PPMA,HHE,2021-01-08 00:00:01.110,2021-01-09 00:00:02.780
PPMA,HHN,2021-01-08 00:00:02.800,2021-01-09 00:00:02.630
PPMA,HHZ,2021-01-08 00:00:00.730,2021-01-09 00:00:02.940
PPMA,HHE,2021-01-09 00:00:02.790,2021-01-10 00:00:04.250
PPMA,HHN,2021-01-09 00:00:02.640,2021-01-10 00:00:01.690
PPMA,HHZ,2021-01-09 00:00:02.950,2021-01-10 00:00:00.810
PPMA,HHE,2021-01-10 00:00:04.260,2021-01-11 00:00:00.970
PPMA,HHN,2021-01-10 00:00:01.700,2021-01-11 00:00:00.360
PPMA,HHZ,2021-01-10 00:00:00.820,2021-01-11 00:00:04.120
PPMA,HHE,2021-01-11 00:00:00.980,2021-01-11 08:13:30.960
PPMA,HHE,2021-01-11 08:13:34.000,2021-01-12 00:00:04.090
PPMA,HHN,2021-01-11 00:00:00.370,2021-01-11 08:13:31.110
PPMA,HHN,2021-01-11 08:13:34.000,2021-01-12 00:00:00.340
PPMA,HHZ,2021-01-11 00:00:04.130,2021-01-11 08:13:32.250
PPMA,HHZ,2021-01-11 08:13:34.000,2021-01-12 00:00:00.540
PPMA,HHE,2021-01-12 00:00:04.100,2021-01-12 21:09:01.150
PPMA,HHE,2021-01-12 21:09:03.000,2021-01-13 00:00:02.690
PPMA,HHN,2021-01-12 00:00:00.350,2021-01-12 21:09:00.840
PPMA,HHN,2021-01-12 21:09:03.000,2021-01-13 00:00:00.530
PPMA,HHZ,2021-01-12 00:00:00.550,2021-01-12 21:09:00.030
PPMA,HHZ,2021-01-12 21:09:03.000,2021-01-13 00:00:01.020
PPMA,HHE,2021-01-13 00:00:02.700,2021-01-14 00:00:03.220
PPMA,HHN,2021-01-13 00:00:00.540,2021-01-14 00:00:00.380
PPMA,HHZ,2021-01-13 00:00:01.030,2021-01-14 00:00:02.740
PPMA,HHE,2021-01-14 00:00:03.230,2021-01-15 00:00:01.960
PPMA,HHN,2021-01-14 00:00:00.390,2021-01-15 00:00:01.500
PPMA,HHZ,2021-01-14 00:00:02.750,2021-01-15 00:00:02.950
PPMA,HHE,2021-01-15 00:00:01.970,2021-01-15 08:06:03.890
PPMA,HHE,2021-01-15 08:06:04.000,2021-01-16 00:00:03.610
PPMA,HHN,2021-01-15 00:00:01.510,2021-01-15 08:06:03.720
PPMA,HHN,2021-01-15 08:06:04.000,2021-01-16 00:00:01.550
PPMA,HHZ,2021-01-15 00:00:02.960,2021-01-15 08:06:04.840
PPMA,HHZ,2021-01-15 08:06:04.000,2021-01-16 00:00:01.470
PPMA,HHE,2021-01-16 00:00:03.620,2021-01-17 00:00:01.840
PPMA,HHN,2021-01-16 00:00:01.560,2021-01-17 00:00:00.400
PPMA,HHZ,2021-01-16 00:00:01.480,2021-01-17 00:00:04.020
PPMA,HHE,2021-01-17 00:00:01.850,2021-01-17 08:06:58.770
PPMA,HHE,2021-01-17 09:07:18.150,2021-01-18 00:00:05.830
PPMA,HHN,2021-01-17 00:00:00.410,2021-01-17 08:06:55.760
PPMA,HHN,2021-01-17 09:07:13.160,2021-01-18 00:00:00.170
PPMA,HHZ,2021-01-17 00:00:04.030,2021-01-17 08:06:54.040
PPMA,HHZ,2021-01-17 09:07:15.850,2021-01-18 00:00:00.980
PPMA,HHE,2021-01-18 00:00:05.840,2021-01-19 00:00:00.890
PPMA,HHN,2021-01-18 00:00:00.180,2021-01-19 00:00:03.350
PPMA,HHZ,2021-01-18 00:00:00.990,2021-01-19 00:00:03.730
PPMA,HHE,2021-01-19 00:00:00.900,2021-01-19 08:08:11.410
PPMA,HHE,2021-01-19 08:08:09.000,2021-01-20 00:00:03.990
PPMA,HHN,2021-01-19 00:00:03.360,2021-01-19 08:08:07.740
PPMA,HHN,2021-01-19 08:08:09.000,2021-01-20 00:00:03.290
PPMA,HHZ,2021-01-19 00:00:03.740,2021-01-19 08:08:07.570
PPMA,HHZ,2021-01-19 08:08:09.000,2021-01-20 00:00:02.020
PPMA,HHE,2021-01-20 00:00:04.000,2021-01-21 00:00:02.280
PPMA,HHN,2021-01-20 00:00:03.300,2021-01-21 00:00:03.400
PPMA,HHZ,2021-01-20 00:00:02.030,2021-01-21 00:00:02.990
PPMA,HHE,2021-01-21 00:00:02.290,2021-01-21 08:14:11.260
PPMA,HHE,2021-01-21 08:14:11.000,2021-01-22 00:00:03.900
PPMA,HHN,2021-01-21 00:00:03.410,2021-01-21 08:14:08.390
PPMA,HHN,2021-01-21 08:14:11.000,2021-01-22 00:00:03.310
PPMA,HHZ,2021-01-21 00:00:03.000,2021-01-21 08:14:07.940
PPMA,HHZ,2021-01-21 08:14:11.000,2021-01-22 00:00:02.000
PPMA,HHE,2021-01-22 00:00:03.910,2021-01-23 00:00:00.560
PPMA,HHN,2021-01-22 00:00:03.320,2021-01-23 00:00:00.890
PPMA,HHZ,2021-01-22 00:00:02.010,2021-01-23 00:00:01.720
PPMA,HHE,2021-01-23 00:00:00.570,2021-01-23 08:11:11.970
PPMA,HHE,2021-01-23 08:11:11.000,2021-01-24 00:00:00.540
PPMA,HHN,2021-01-23 00:00:00.900,2021-01-23 08:11:08.890
PPMA,HHN,2021-01-23 08:11:11.000,2021-01-24 00:00:03.110
PPMA,HHZ,2021-01-23 00:00:01.730,2021-01-23 08:11:11.400
PPMA,HHZ,2021-01-23 08:11:11.000,2021-01-24 00:00:00.310
PPMA,HHE,2021-01-24 00:00:00.550,2021-01-25 00:00:01.540
PPMA,HHN,2021-01-24 00:00:03.120,2021-01-25 00:00:01.240
PPMA,HHZ,2021-01-24 00:00:00.320,2021-01-25 00:00:00.340
PPMA,HHE,2021-01-25 00:00:01.550,2021-01-25 08:06:18.670
PPMA,HHE,2021-01-25 08:06:20.000,2021-01-26 00:00:01.080
PPMA,HHN,2021-01-25 00:00:01.250,2021-01-25 08:06:17.120
PPMA,HHN,2021-01-25 08:06:20.000,2021-01-26 00:00:01.420
PPMA,HHZ,2021-01-25 00:00:00.350,2021-01-25 08:06:17.420
PPMA,HHZ,2021-01-25 08:06:20.000,2021-01-26 00:00:03.020
PPMA,HHE,2021-01-26 00:00:01.090,2021-01-27 00:00:03.300
PPMA,HHN,2021-01-26 00:00:01.430,2021-01-27 00:00:02.030
PPMA,HHZ,2021-01-26 00:00:03.030,2021-01-27 00:00:04.140
PPMA,HHE,2021-01-27 00:00:03.310,2021-01-27 08:12:29.890
PPMA,HHE,2021-01-27 08:12:27.000,2021-01-28 00:00:02.680
PPMA,HHN,2021-01-27 00:00:02.040,2021-01-27 08:12:24.780
PPMA,HHN,2021-01-27 08:12:27.000,2021-01-28 00:00:00.880
PPMA,HHZ,2021-01-27 00:00:04.150,2021-01-27 08:12:24.990
PPMA,HHZ,2021-01-27 08:12:27.000,2021-01-28 00:00:01.420
PPMA,HHE,2021-01-28 00:00:02.690,2021-01-29 00:00:00.390
PPMA,HHN,2021-01-28 00:00:00.890,2021-01-29 00:00:02.700
PPMA,HHZ,2021-01-28 00:00:01.430,2021-01-29 00:00:03.520
PPMA,HHE,2021-01-29 00:00:00.400,2021-01-29 08:08:31.260
PPMA,HHE,2021-01-29 08:08:32.000,2021-01-30 00:00:03.630
PPMA,HHN,2021-01-29 00:00:02.710,2021-01-29 08:08:29.110
PPMA,HHN,2021-01-29 08:08:32.000,2021-01-30 00:00:02.350
PPMA,HHZ,2021-01-29 00:00:03.530,2021-01-29 08:08:30.530
PPMA,HHZ,2021-01-29 08:08:32.000,2021-01-30 00:00:00.940
PPMA,HHE,2021-01-30 00:00:03.640,2021-01-31 00:00:01.980
PPMA,HHN,2021-01-30 00:00:02.360,2021-01-31 00:00:01.410
PPMA,HHZ,2021-01-30 00:00:00.950,2021-01-31 00:00:01.030
PPMA,HHE,2021-02-01 00:00:02.920,2021-02-02 00:00:05.340
PPMA,HHN,2021-02-01 00:00:02.800,2021-02-02 00:00:02.790
PPMA,HHZ,2021-02-01 00:00:01.350,2021-02-02 00:00:03.430
PPMA,HHE,2021-02-02 00:00:05.350,2021-02-02 08:10:55.210
PPMA,HHE,2021-02-02 08:10:55.000,2021-02-03 00:00:02.990
PPMA,HHN,2021-02-02 00:00:02.800,2021-02-02 08:10:53.150
PPMA,HHN,2021-02-02 08:10:55.000,2021-02-03 00:00:02.710
PPMA,HHZ,2021-02-02 00:00:03.440,2021-02-02 08:10:53.890
PPMA,HHZ,2021-02-02 08:10:55.000,2021-02-03 00:00:00.750
PPMA,HHE,2021-02-03 00:00:03.000,2021-02-04 00:00:01.190
PPMA,HHN,2021-02-03 00:00:02.720,2021-02-04 00:00:01.160
PPMA,HHZ,2021-02-03 00:00:00.760,2021-02-04 00:00:03.700
PPMA,HHE,2021-02-04 00:00:01.200,2021-02-04 08:06:46.000
PPMA,HHE,2021-02-04 08:06:47.000,2021-02-05 00:00:01.090
PPMA,HHN,2021-02-04 00:00:01.170,2021-02-04 08:06:45.930
PPMA,HHN,2021-02-04 08:06:47.000,2021-02-05 00:00:01.390
PPMA,HHZ,2021-02-04 00:00:03.710,2021-02-04 08:06:44.170
PPMA,HHZ,2021-02-04 08:06:47.000,2021-02-05 00:00:01.480
PPMA,HHE,2021-02-05 00:00:01.100,2021-02-06 00:00:02.920
PPMA,HHN,2021-02-05 00:00:01.400,2021-02-06 00:00:01.400
PPMA,HHZ,2021-02-05 00:00:01.490,2021-02-06 00:00:00.740
PPMA,HHE,2021-02-06 00:00:02.930,2021-02-06 08:05:23.350
PPMA,HHE,2021-02-06 08:05:22.000,2021-02-07 00:00:04.730
PPMA,HHN,2021-02-06 00:00:01.410,2021-02-06 08:05:19.840
PPMA,HHN,2021-02-06 08:05:22.000,2021-02-07 00:00:00.870
PPMA,HHZ,2021-02-06 00:00:00.750,2021-02-06 08:05:21.760
PPMA,HHZ,2021-02-06 08:05:22.000,2021-02-07 00:00:03.300
PPMA,HHE,2021-02-07 00:00:04.740,2021-02-08 00:00:00.270
PPMA,HHN,2021-02-07 00:00:00.880,2021-02-08 00:00:01.590
PPMA,HHZ,2021-02-07 00:00:03.310,2021-02-08 00:00:00.320
PPMA,HHE,2021-02-08 00:00:00.280,2021-02-08 08:11:21.990
PPMA,HHE,2021-02-08 08:11:26.000,2021-02-09 00:00:05.220
PPMA,HHN,2021-02-08 00:00:01.600,2021-02-08 08:11:22.670
PPMA,HHN,2021-02-08 08:11:26.000,2021-02-09 00:00:02.250
PPMA,HHZ,2021-02-08 00:00:00.330,2021-02-08 08:11:23.490
PPMA,HHZ,2021-02-08 08:11:26.000,2021-02-09 00:00:02.570
PPMA,HHE,2021-02-09 00:00:05.230,2021-02-10 00:00:04.100
PPMA,HHN,2021-02-09 00:00:02.260,2021-02-10 00:00:01.470
PPMA,HHZ,2021-02-09 00:00:02.580,2021-02-10 00:00:03.680
PPMA,HHE,2021-02-10 00:00:04.110,2021-02-10 08:07:33.690
PPMA,HHE,2021-02-10 08:07:30.000,2021-02-11 00:00:01.040
PPMA,HHN,2021-02-10 00:00:01.480,2021-02-10 08:07:28.770
PPMA,HHN,2021-02-10 08:07:30.000,2021-02-11 00:00:01.060
PPMA,HHZ,2021-02-10 00:00:03.690,2021-02-10 08:07:28.110
PPMA,HHZ,2021-02-10 08:07:30.000,2021-02-11 00:00:00.070
PPMA,HHE,2021-02-11 00:00:01.050,2021-02-12 00:00:04.210
PPMA,HHN,2021-02-11 00:00:01.070,2021-02-12 00:00:01.190
PPMA,HHZ,2021-02-11 00:00:00.080,2021-02-12 00:00:01.210
PPMA,HHE,2021-02-12 00:00:04.220,2021-02-12 08:13:31.100
PPMA,HHE,2021-02-12 08:13:31.000,2021-02-13 00:00:03.480
PPMA,HHN,2021-02-12 00:00:01.200,2021-02-12 08:13:28.660
PPMA,HHN,2021-02-12 08:13:31.000,2021-02-13 00:00:01.300
PPMA,HHZ,2021-02-12 00:00:01.220,2021-02-12 08:13:28.730
PPMA,HHZ,2021-02-12 08:13:31.000,2021-02-13 00:00:02.290
PPMA,HHE,2021-02-13 00:00:03.490,2021-02-14 00:00:00.380
PPMA,HHN,2021-02-13 00:00:01.310,2021-02-14 00:00:00.040
PPMA,HHZ,2021-02-13 00:00:02.300,2021-02-14 00:00:00.680
PPMA,HHE,2021-02-14 00:00:00.390,2021-02-14 08:05:44.130
PPMA,HHE,2021-02-14 08:05:45.000,2021-02-15 00:00:01.860
PPMA,HHN,2021-02-14 00:00:00.050,2021-02-14 08:05:43.070
PPMA,HHN,2021-02-14 08:05:45.000,2021-02-15 00:00:01.620
PPMA,HHZ,2021-02-14 00:00:00.690,2021-02-14 08:05:41.990
PPMA,HHZ,2021-02-14 08:05:45.000,2021-02-15 00:00:02.480
PPMA,HHE,2021-02-15 00:00:01.870,2021-02-16 00:00:00.050
PPMA,HHN,2021-02-15 00:00:01.630,2021-02-16 00:00:03.470
PPMA,HHZ,2021-02-15 00:00:02.490,2021-02-16 00:00:02.250
PPMA,HHE,2021-02-16 00:00:00.060,2021-02-16 08:11:56.340
PPMA,HHE,2021-02-16 08:11:54.000,2021-02-17 00:00:00.400
PPMA,HHN,2021-02-16 00:00:03.480,2021-02-16 08:11:51.270
PPMA,HHN,2021-02-16 08:11:54.000,2021-02-17 00:00:02.560
PPMA,HHZ,2021-02-16 00:00:02.260,2021-02-16 08:11:51.870
PPMA,HHZ,2021-02-16 08:11:54.000,2021-02-17 00:00:01.620
PPMA,HHE,2021-02-17 00:00:00.410,2021-02-18 00:00:05.350
PPMA,HHN,2021-02-17 00:00:02.570,2021-02-18 00:00:02.570
PPMA,HHZ,2021-02-17 00:00:01.630,2021-02-18 00:00:00.700
PPMA,HHE,2021-02-18 00:00:05.360,2021-02-18 08:07:51.830
PPMA,HHE,2021-02-18 08:07:54.000,2021-02-19 00:00:03.150
PPMA,HHN,2021-02-18 00:00:02.580,2021-02-18 08:07:52.180
PPMA,HHN,2021-02-18 08:07:54.000,2021-02-19 00:00:01.960
PPMA,HHZ,2021-02-18 00:00:00.710,2021-02-18 08:07:52.840
PPMA,HHZ,2021-02-18 08:07:54.000,2021-02-19 00:00:02.230
PPMA,HHE,2021-02-19 00:00:03.160,2021-02-20 00:00:03.050
PPMA,HHN,2021-02-19 00:00:01.970,2021-02-20 00:00:01.410
PPMA,HHZ,2021-02-19 00:00:02.240,2021-02-20 00:00:00.710
PPMA,HHE,2021-02-20 00:00:03.060,2021-02-20 08:13:54.370
PPMA,HHE,2021-02-20 08:13:56.000,2021-02-21 00:00:01.010
PPMA,HHN,2021-02-20 00:00:01.420,2021-02-20 08:13:56.190
PPMA,HHN,2021-02-20 08:13:56.000,2021-02-21 00:00:00.910
PPMA,HHZ,2021-02-20 00:00:00.720,2021-02-20 08:13:53.720
PPMA,HHZ,2021-02-20 08:13:56.000,2021-02-21 00:00:02.530
PPMA,HHE,2021-02-21 00:00:01.020,2021-02-22 00:00:04.850
PPMA,HHN,2021-02-21 00:00:00.920,2021-02-22 00:00:01.530
PPMA,HHZ,2021-02-21 00:00:02.540,2021-02-22 00:00:00.570
PPMA,HHE,2021-02-22 00:00:04.860,2021-02-22 08:10:03.180
PPMA,HHE,2021-02-22 08:10:01.000,2021-02-23 00:00:03.120
PPMA,HHN,2021-02-22 00:00:01.540,2021-02-22 08:09:59.210
PPMA,HHN,2021-02-22 08:10:01.000,2021-02-23 00:00:00.590
PPMA,HHZ,2021-02-22 00:00:00.580,2021-02-22 08:09:58.840
PPMA,HHZ,2021-02-22 08:10:01.000,2021-02-23 00:00:01.300
PPMA,HHE,2021-02-23 00:00:03.130,2021-02-24 00:00:01.720
PPMA,HHN,2021-02-23 00:00:00.600,2021-02-24 00:00:03.780
PPMA,HHZ,2021-02-23 00:00:01.310,2021-02-24 00:00:00.200
PPMA,HHE,2021-02-24 00:00:01.730,2021-02-24 08:06:09.700
PPMA,HHE,2021-02-24 08:06:07.000,2021-02-25 00:00:00.820
PPMA,HHN,2021-02-24 00:00:03.790,2021-02-24 08:06:03.450
PPMA,HHN,2021-02-24 08:06:07.000,2021-02-25 00:00:02.950
PPMA,HHZ,2021-02-24 00:00:00.210,2021-02-24 08:06:05.300
PPMA,HHZ,2021-02-24 08:06:07.000,2021-02-25 00:00:02.800
PPMA,HHE,2021-02-25 00:00:00.830,2021-02-26 00:00:01.390
PPMA,HHN,2021-02-25 00:00:02.960,2021-02-26 00:00:01.450
PPMA,HHZ,2021-02-25 00:00:02.810,2021-02-26 00:00:00.090
PPMA,HHE,2021-02-26 00:00:01.400,2021-02-26 08:14:24.240
PPMA,HHE,2021-02-26 08:14:25.000,2021-02-27 00:00:03.540
PPMA,HHN,2021-02-26 00:00:01.460,2021-02-26 08:14:21.860
PPMA,HHN,2021-02-26 08:14:25.000,2021-02-27 00:00:02.260
PPMA,HHZ,2021-02-26 00:00:00.100,2021-02-26 08:14:23.780
PPMA,HHZ,2021-02-26 08:14:25.000,2021-02-27 00:00:02.650
PPMA,HHE,2021-02-27 00:00:03.550,2021-02-28 00:00:03.940
PPMA,HHN,2021-02-27 00:00:02.270,2021-02-28 00:00:00.030
PPMA,HHZ,2021-02-27 00:00:02.660,2021-02-28 00:00:04.000
PPMA,HHE,2021-02-28 00:00:03.950,2021-02-28 08:09:07.480
PPMA,HHE,2021-02-28 08:09:09.000,2021-03-01 00:00:01.650
PPMA,HHN,2021-02-28 00:00:00.040,2021-02-28 08:09:09.230
PPMA,HHN,2021-02-28 08:09:09.000,2021-03-01 00:00:02.740
PPMA,HHZ,2021-02-28 00:00:04.010,2021-02-28 08:09:09.410
PPMA,HHZ,2021-02-28 08:09:09.000,2021-03-01 00:00:00.750
PPMA,HHE,2021-03-01 00:00:01.660,2021-03-02 00:00:05.160
PPMA,HHN,2021-03-01 00:00:02.750,2021-03-02 00:00:03.610
PPMA,HHZ,2021-03-01 00:00:00.760,2021-03-02 00:00:01.430
PPMA,HHE,2021-03-02 00:00:05.170,2021-03-02 08:05:16.400
PPMA,HHE,2021-03-02 08:05:16.000,2021-03-03 00:00:04.970
PPMA,HHN,2021-03-02 00:00:03.620,2021-03-02 08:05:14.260
PPMA,HHN,2021-03-02 08:05:16.000,2021-03-03 00:00:02.940
PPMA,HHZ,2021-03-02 00:00:01.440,2021-03-02 08:05:12.860
PPMA,HHZ,2021-03-02 08:05:16.000,2021-03-03 00:00:03.570
PPMA,HHE,2021-03-03 00:00:04.980,2021-03-04 00:00:04.330
PPMA,HHN,2021-03-03 00:00:02.950,2021-03-04 00:00:00.010
PPMA,HHZ,2021-03-03 00:00:03.580,2021-03-04 00:00:00.190
PPMA,HHE,2021-03-04 00:00:04.340,2021-03-04 08:10:38.360
PPMA,HHE,2021-03-04 08:10:40.000,2021-03-05 00:00:02.610
PPMA,HHN,2021-03-04 00:00:00.020,2021-03-04 08:10:38.910
PPMA,HHN,2021-03-04 08:10:40.000,2021-03-05 00:00:02.510
PPMA,HHZ,2021-03-04 00:00:00.200,2021-03-04 08:10:38.130
PPMA,HHZ,2021-03-04 08:10:40.000,2021-03-05 00:00:03.070
PPMA,HHE,2021-03-05 00:00:02.620,2021-03-06 00:00:02.710
PPMA,HHN,2021-03-05 00:00:02.520,2021-03-06 00:00:02.860
PPMA,HHZ,2021-03-05 00:00:03.080,2021-03-06 00:00:03.660
PPMA,HHE,2021-03-06 00:00:02.720,2021-03-06 08:06:48.630
PPMA,HHE,2021-03-06 08:06:48.000,2021-03-07 00:00:00.930
PPMA,HHN,2021-03-06 00:00:02.870,2021-03-06 08:06:44.810
PPMA,HHN,2021-03-06 08:06:48.000,2021-03-07 00:00:00.750
PPMA,HHZ,2021-03-06 00:00:03.670,2021-03-06 08:06:46.320
PPMA,HHZ,2021-03-06 08:06:48.000,2021-03-07 00:00:01.160
PPMA,HHE,2021-03-07 00:00:00.940,2021-03-08 00:00:05.000
PPMA,HHN,2021-03-07 00:00:00.760,2021-03-08 00:00:02.480
PPMA,HHZ,2021-03-07 00:00:01.170,2021-03-08 00:00:00.320
PPMA,HHE,2021-03-08 00:00:05.010,2021-03-08 08:12:50.130
PPMA,HHE,2021-03-08 08:12:49.000,2021-03-09 00:00:03.090
PPMA,HHN,2021-03-08 00:00:02.490,2021-03-08 08:12:48.620
PPMA,HHN,2021-03-08 08:12:49.000,2021-03-09 00:00:02.750
PPMA,HHZ,2021-03-08 00:00:00.330,2021-03-08 08:12:48.150
PPMA,HHZ,2021-03-08 08:12:49.000,2021-03-09 00:00:02.370
PPMA,HHE,2021-03-09 00:00:03.100,2021-03-10 00:00:05.780
PPMA,HHN,2021-03-09 00:00:02.760,2021-03-10 00:00:01.080
PPMA,HHZ,2021-03-09 00:00:02.380,2021-03-10 00:00:03.560
PPMA,HHE,2021-03-10 00:00:05.790,2021-03-10 08:08:53.080
PPMA,HHE,2021-03-10 08:08:55.000,2021-03-11 00:00:01.410
PPMA,HHN,2021-03-10 00:00:01.090,2021-03-10 08:08:53.090
PPMA,HHN,2021-03-10 08:08:55.000,2021-03-11 00:00:00.650
PPMA,HHZ,2021-03-10 00:00:03.570,2021-03-10 08:08:53.290
PPMA,HHZ,2021-03-10 08:08:55.000,2021-03-11 00:00:01.590
PPMA,HHE,2021-03-11 00:00:01.420,2021-03-12 00:00:01.950
PPMA,HHN,2021-03-11 00:00:00.660,2021-03-12 00:00:01.470
PPMA,HHZ,2021-03-11 00:00:01.600,2021-03-12 00:00:02.310
PPMA,HHE,2021-03-12 00:00:01.960,2021-03-12 08:05:30.930
PPMA,HHE,2021-03-12 08:05:31.000,2021-03-13 00:00:01.330
PPMA,HHN,2021-03-12 00:00:01.480,2021-03-12 08:05:29.410
PPMA,HHN,2021-03-12 08:05:31.000,2021-03-13 00:00:03.190
PPMA,HHZ,2021-03-12 00:00:02.320,2021-03-12 08:05:28.930
PPMA,HHZ,2021-03-12 08:05:31.000,2021-03-13 00:00:01.120
PPMA,HHE,2021-03-13 00:00:01.340,2021-03-14 00:00:05.910
PPMA,HHN,2021-03-13 00:00:03.200,2021-03-14 00:00:00.280
PPMA,HHZ,2021-03-13 00:00:01.130,2021-03-14 00:00:02.200
PPMA,HHE,2021-03-14 00:00:05.920,2021-03-14 08:09:03.230
PPMA,HHE,2021-03-14 08:09:06.000,2021-03-15 00:00:00.480
PPMA,HHN,2021-03-14 00:00:00.290,2021-03-14 08:09:03.930
PPMA,HHN,2021-03-14 08:09:06.000,2021-03-15 00:00:02.700
PPMA,HHZ,2021-03-14 00:00:02.210,2021-03-14 08:09:03.180
PPMA,HHZ,2021-03-14 08:09:06.000,2021-03-15 00:00:01.810
PPMA,HHE,2021-03-15 00:00:00.490,2021-03-16 00:00:01.040
PPMA,HHN,2021-03-15 00:00:02.710,2021-03-16 00:00:01.770
PPMA,HHZ,2021-03-15 00:00:01.820,2021-03-16 00:00:00.750
